user_text,Geography.Geographical,Geography.Regions.Africa.Africa*,Geography.Regions.Africa.Central_Africa,Geography.Regions.Africa.Eastern_Africa,Geography.Regions.Africa.Northern_Africa,Geography.Regions.Africa.Southern_Africa,Geography.Regions.Africa.Western_Africa,Geography.Regions.Americas.Central_America,Geography.Regions.Americas.North_America,Geography.Regions.Americas.South_America,Geography.Regions.Asia.Asia*,Geography.Regions.Asia.Central_Asia,Geography.Regions.Asia.East_Asia,Geography.Regions.Asia.North_Asia,Geography.Regions.Asia.South_Asia,Geography.Regions.Asia.Southeast_Asia,Geography.Regions.Asia.West_Asia,Geography.Regions.Europe.Eastern_Europe,Geography.Regions.Europe.Europe*,Geography.Regions.Europe.Northern_Europe,Geography.Regions.Europe.Southern_Europe,Geography.Regions.Europe.Western_Europe,Geography.Regions.Oceania,total,top_label
Adnexus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-57039-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
Totomka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Thorongilion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
94 Barti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
KubaSerce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Aureliusz-X86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Pablos0306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
AlanLuk07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-65650-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Pawel8605,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
~2025-68782-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
AusLodz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Zakaletz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-41901-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Browar2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-33559-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-43899-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-18850-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
94.246.191.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Cautious,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Geographical
Epikalian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Geographical
~2025-20155-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Paweł Pietruszkiewicz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-46032-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Parmenion~plwiki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
109.95.142.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
88.156.129.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Xabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Lubinianin2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
~2025-27436-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Mental2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-31967-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
LesnaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
109.106.7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Lazar5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
Marta Malina Moraczewska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Zetzecik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
188.146.18.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Pieselowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-34007-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Piotrek z Gór,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Miłorząb dwuklapowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Krecik-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Swmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-101545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
SW680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-85392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
88.156.139.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Parmudżyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Dziero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Geography.Regions.Europe.Southern_Europe
Walfip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Geography.Regions.Asia.West_Asia
5.172.232.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
KamykowyZiom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
195.116.115.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-61888-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Pyzawędrowniczka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Geography.Regions.Europe.Southern_Europe
Robert Kania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-48299-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
KrzysztofRoman1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Yannini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
SongO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Southeast_Asia
Atom8572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
Robercik101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Patryk.perlich348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Patrycja Z.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
77.222.240.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
2A02:A311:40A4:9080:91AD:CD68:23AC:78E8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
Azymut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Xpolak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Kajserek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Maciejr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
79.184.93.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Wojwoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Dra1czkO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Borys Bura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Arczi325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
DrPZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Zmudanat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Africa.Africa*
Baqtrian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Ememq,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Geographical
80.153.166.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Elhelm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-27066-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-36973-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Uzyj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Geography.Regions.Europe.Northern_Europe
195.178.22.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
83.28.70.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
WilkPL019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Jednorożanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-51054-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Tymeker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-26998-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
88.156.77.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
TymG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
TakiJedenBezbek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
109.243.64.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-42173-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Karol.ToJa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-37366-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
606485484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-44075-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-46811-6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.South_America
Fabiullollo1401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
Zibren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Carson Sparks,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
Radek68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-16154-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Renaud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
31.182.219.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-34442-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
JKRsBRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Szwedkowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
109.243.65.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-25822-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
PiotrMeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Koder95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Sadgift839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
Niszczarex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Quidl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
83.9.215.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-42107-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Kirchu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-30640-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
46.112.78.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Czaszyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Kubakak,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
SportFun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
FilipK77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
89.250.166.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-39170-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-27040-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Flażolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
JNiksa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Geographical
Kacper Szkop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
109.233.88.51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
KrzysiekR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Jarton0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-59215-9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
Kubahgsl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-38390-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
31.178.231.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Geography.Regions.Europe.Southern_Europe
31.128.28.140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-29967-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-34463-6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.North_America
Jale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
31.172.187.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Africa.Africa*
148.81.137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
213.135.33.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
77.65.106.156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
Peanti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
89.228.245.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-95692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-32610-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Pomocnik2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Migni,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.South_America
31.182.240.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
31.182.219.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-79263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
DżonyJ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
109.197.172.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Africa.Africa*
109.207.100.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-26328-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-27566-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Teukros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
PolskaWażna!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
MONSTERAGAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
Андрей Атанасов,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
77.46.97.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
31.182.245.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
~2025-37236-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Geography.Regions.Europe.Southern_Europe
JanekPTG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Shxrpik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-76817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
SłodkiKarmelek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Rysiek Kibalczyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Geography.Regions.Europe.Western_Europe
Kontrola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
~2025-36087-6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Americas.South_America
Łamigłowa159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Geography.Regions.Europe.Europe*
~2025-30747-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Geography.Regions.Europe.Eastern_Europe
Qlhead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Geography.Regions.Asia.Asia*
